License #,DBA Name,Address,City,State,Zip,Latitude,Longitude
2163877,CHILDREN LEARN & PLAY DAY CARE,6512 S HALSTED ST ,CHICAGO,IL,60621,41.77571818,-87.64488521
2163891,GROCERY AND MORE,7849 S COTTAGE GRV ,CHICAGO,IL,60619,41.75166143,-87.60506888
2163913,MCDONALD'S,1378-84 W LAKE ST ,CHICAGO,IL,60607,41.88553659,-87.66182271
2163918,LA GRANDE VIIE,215 E CHESTNUT ST ,CHICAGO,IL,60611,41.89832098,-87.62122152
2163952,POPPA P'S SNACK SHOP,3529 W FIFTH AVE ,CHICAGO,IL,60624,41.87602591,-87.71405613
2163954,ROLY POLY,29 S LA SALLE ST ,CHICAGO,IL,60603,41.88115309,-87.6321957
2163956,JET'S PIZZA,2811 N ASHLAND AVE ,CHICAGO,IL,60657,41.93276574,-87.66826201
2163957,BUMBLE BEE'S ICE CREAM,4825 W ARTHINGTON ST ,CHICAGO,IL,60644,41.86923621,-87.74589271
2163959,LA PERLA NEGRA RESTAURANT,3661-3663 S ARCHER AVE ,CHICAGO,IL,60609,41.8272617,-87.68251715
2163979,TRAVEL TRADERS #534,151 E WACKER DR FL ,CHICAGO,IL,60601,41.88799989,-87.62256513
2163982,LATITUDE20 LLC,2452 W FLETCHER ,CHICAGO,IL,60618,41.93861326,-87.68988511
2163983,BRIDGET MCNEILL'S,420 W BELMONT AVE ,CHICAGO,IL,60657,41.94021289,-87.64044977
2163984,BRIDGET MCNEILL'S,420 W BELMONT AVE ,CHICAGO,IL,60657,41.94021289,-87.64044977
2164010,PALESE CAFE INC.,7725 W ADDISON ST ,CHICAGO,IL,60634,41.94509199,-87.82033987
2164048,JAZZY BONES CATERING,3644 W GRENSHAW APT 3,CHICAGO,IL,60624,41.8672885,-87.71718971
2164051,DANNY'S GROCERY,2206 S OAKLEY AVE ,CHICAGO,IL,60608,41.85181092,-87.68332908
2164056,Walmart Neighborhood Market #5646,2551 W CERMAK RD ,CHICAGO,IL,60608,41.85186827,-87.69007512
2164057,Walmart Neighborhood Market #5646,2551 W CERMAK RD ,CHICAGO,IL,60608,41.85186827,-87.69007512
2164075,WALMART NEIGHBORHOOD MARKET #2430,1424 W 47TH ST ,CHICAGO,IL,60609,41.80876388,-87.66126138
2164076,WALMART NEIGHBORHOOD MARKET #2430,1424 W 47TH ST ,CHICAGO,IL,60609,41.80876388,-87.66126138
2164078,M&T FAST FOOD FLAVOR,5360 W DIVISION ST ,CHICAGO,IL,60651,41.90230475,-87.76065826
2164084,Su Taqueria El Gallo Brauo #8,5422 W FULLERTON AVE ,CHICAGO,IL,60639,41.9241403,-87.76200034
2164095,MISSISSIPPI SOUL FOOD,11318 S MICHIGAN AVE ,CHICAGO,IL,60628,41.68832803,-87.62114702
2164103,HOT DOG CENTRAL,3944 N CENTRAL AVE ,CHICAGO,IL,60634,41.95270875,-87.76713115
2164105,PAPA PHILLY AND FOOD,3224 W FOSTER AVE ,CHICAGO,IL,60625,41.97584622,-87.70968163
2164116,BEST SUBMARINES,8305 S RACINE ,CHICAGO,IL,60620,41.7430139,-87.65338918
2164117,AFC SUSHI @ JEWEL OSCO #3632,3630 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94800455,-87.66418623
2164123,LITTLE SALAD SHOP,8205 RACHEL LN ,JUSTICE,IL,60458,,
2164133,COLUMBUS BUILDING CAFE,280 S COLUMBUS DR FL ,CHICAGO,IL,60603,41.87838431,-87.62083163
2164139,WESTERN POULTRY,2003 S WESTERN AVE ,CHICAGO,IL,60608,41.8546862,-87.6855615
2164144,GOODY MART,2519 W 63 ST ,CHICAGO,IL,60629,41.77910093,-87.686969
2164148,"CLIFTON GRILL,INC.",6410-12 N CLAREMONT AVE ,CHICAGO,IL,60645,41.99812089,-87.68882213
2164154,EL BURRITO MEXICANO,936 W ADDISON ST ,CHICAGO,IL,60613,41.94737034,-87.65335653
2164179,SOUTHSIDE HALAL MEAT MARKET & GROCERY,8118 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.7472406,-87.58602519
2164181,DELICIAS MEXICANA RESTAURANT,4148 W 26TH ST ,CHICAGO,IL,60623,41.84430121,-87.72904239
2164189,SUBWAY,3776 N CLARK ST ,CHICAGO,IL,60613,41.95091428,-87.65967683
2164192,Hunan Wok,3411 W BRYN MAWR AVE ,CHICAGO,IL,60659,41.98289261,-87.7141893
2164238,Las Delicias De Morelia,4253 W Fullerton AVE ,CHICAGO,IL,60639,41.92429008,-87.73381781
2164269,THE POPCORN ASYLUM,2823 N LINCOLN AVE ,CHICAGO,IL,60657,41.93317721,-87.65936357
2164273,CHAPALA RESTAURANT,3537 E 106TH ST ,CHICAGO,IL,60617,41.70263353,-87.53747594
2167555,JIMMY JOHNS,3234 W FOSTER AVE ,CHICAGO,IL,60625,41.97584015,-87.71011548
2167566,79TH STREET BARBEQUE,151 W 79TH ST ,CHICAGO,IL,60620,41.75076234,-87.62907494
2167576,LEON'S SAUSAGE,1121-1125 W LAKE ST ,CHICAGO,IL,60607,41.8854198,-87.65540234
2167583,ALI V'S KITCHEN LLC,1720 S MICHIGAN APT 2015,CHICAGO,IL,60616,41.85843777,-87.62409341
2172421,LUNA FOOD MART,1000 N MOZART ST ,CHICAGO,IL,60622,41.89933329,-87.69818597
2172454,ANN SATHER'S CAFE,3415 N BROADWAY ,CHICAGO,IL,60657,41.9438097,-87.64495107
2172465,LUPES TACOS BUFFET,3218 W CERMAK RD ,CHICAGO,IL,60623,41.85186754,-87.7059336
2172467,ISLE OF SICILY,3426 N HARLEM AVE ,CHICAGO,IL,60634,41.94242497,-87.80705285
2172468,ISLE OF SICILY,3426 N HARLEM AVE ,CHICAGO,IL,60634,41.94242497,-87.80705285
2172469,JIBARO'S SBG,2500 W CHICAGO AVE ,CHICAGO,IL,60622,41.89582528,-87.68937132
2172476,16TH EXPRESS MART,4160 W 16TH ST ,CHICAGO,IL,60623,41.85891036,-87.72978213
2172479,BELLA VITA PIZZARIA,133 N CALIFORNIA AVE ,CHICAGO,IL,60612,41.88391207,-87.69621625
2172497,SONYA FOOD MARKET,205 S WESTERN AVE ,CHICAGO,IL,60612,41.87841436,-87.68621362
2172507,MAMA LUCY'S CATERING CORPORATION,6054 S PRAIRIE AVE ,CHICAGO,IL,60637,41.7840293,-87.6190974
2172532,EL RIO RESTAURANT,3246 W LAWRENCE AVE ,CHICAGO,IL,60625,41.9685443,-87.71038828
2172533,EL RIO RESTAURANT,3246 W LAWRENCE AVE ,CHICAGO,IL,60625,41.9685443,-87.71038828
2172534,GLG MEAT WEST DISTRIBUTORS LLC,2600 W 35TH ST ,CHICAGO,IL,60632,41.83029607,-87.69005861
2172561,POPEYE'S CHICKEN,2556 S CALIFORNIA AVE ,CHICAGO,IL,60608,41.84473394,-87.69536307
2172566,DOLLAR STORE,3272 W 87TH ST ,CHICAGO,IL,60652,41.73526619,-87.70408028
2172573,RIGO FREEZE,11658 S TORRENCE AVE ,CHICAGO,IL,60617,41.68280034,-87.5595022
2172586,BB BUN MI EXPRESS,3409 N BROADWAY ,CHICAGO,IL,60657,41.94364568,-87.64485141
2172597,PILSEN RENEWAL CENTER,1751 W 18TH ST ,CHICAGO,IL,60608,41.85762084,-87.67071095
2172608,SUPER JIM'S,5147-5153 W DIVISION ST ,CHICAGO,IL,60651,41.90214722,-87.75523939
2172610,GOLD COAST PIZZA COMPANY,11 W DIVISION ST ,CHICAGO,IL,60610,41.90382384,-87.62916036
2172617,BULLCHICKS,606 S WABASH AVE ,CHICAGO,IL,60605,41.87422313,-87.62613908
2172641,MACLEAN CENTER CAFE,112 S MICHIGAN AVE ,CHICAGO,IL,60603,41.88048754,-87.62450336
2172653,DON DE VIDA,3543 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96824855,-87.71756324
2172659,TAQUERIA  EL TACONCITO,10536 S TORRENCE AVE ,CHICAGO,IL,60617,41.70348287,-87.55975999
2172666,FAMILY TIME FOOD MART,5616 W DIVISION ,CHICAGO,IL,60651,41.90224325,-87.76634226
2172667,Taqueria Y Restaurant Don Ramon,7020 W GRAND AVE ,CHICAGO,IL,60707,41.92365708,-87.80165652
2172668,Chicago Food Mart,5605 W CHICAGO AVE ,CHICAGO,IL,60651,41.89473982,-87.76562674
2172671,BARRYS SPOT PIZZA,5757-5759 N BROADWAY ,CHICAGO,IL,60660,41.98716055,-87.660031
2172690,SALGADO'S BAKERY,4710 N KIMBALL AVE ,CHICAGO,IL,60625,41.9669536,-87.71346681
2172697,YOGURTLAND,1 W DIVISION ST ,CHICAGO,IL,60610,41.90383105,-87.62874005
2172713,ZACHI INC,1406 W BELMONT AVE ,CHICAGO,IL,60657,41.93986888,-87.66417067
2176973,SUPREME FISH & STEAK HOAGI,5506 S ASHLAND AVE ,CHICAGO,IL,60636,41.79340968,-87.66471642
2176974,La Fonda Chiquita,5940 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93125972,-87.77520288
2176991,BARWAQO KABOB RESTAURANT ONE,6130 N RAVENSWOOD AVE ,CHICAGO,IL,60660,41.99291366,-87.67546578
2177026,"JEFFERSON PARK GRILL, INC",5364 W GALE  ST ,CHICAGO,IL,60630,41.97048836,-87.76291924
2177031,SEATTLE SUTTON'S HEALTHY EATING,1260 N DEARBORN ST ,CHICAGO,IL,60610,41.90565114,-87.63018376
2177073,PIDE VE LAHMACUN,1812 W IRVING PARK RD ,CHICAGO,IL,60613,41.95431818,-87.67476032
2177113,DAK,1104 W GRANVILLE AVE ,CHICAGO,IL,60660,41.99468315,-87.65855621
2177115,"1 JACKPOT MINI MART, INC.",535 W 111TH ST ,CHICAGO,IL,60628,41.69231673,-87.63647678
2177119,CHICAGO DINER LOGAN SQUARE,2333 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92369526,-87.69840855
2177121,CHICAGO DINER LOGAN SQUARE,2333 N MILWAUKEE AVE ,CHICAGO,IL,60647,41.92369526,-87.69840855
2177122,ALI BABA FISH & CHICKEN,8950 S ASHLAND AVE ,CHICAGO,IL,60620,41.73059338,-87.66305763
2177127,TAQUERIA SACRAMENTO,10148 S EWING AVE ,CHICAGO,IL,60617,41.71057596,-87.53542926
2177128,"SODEXO AMERICA, LLC",931 S HOMAN AVE ,CHICAGO,IL,60624,41.86931497,-87.71048996
2177129,SODEXO AMERICA LLC,8748 S ABERDEEN ST ,CHICAGO,IL,60620,41.73446701,-87.65102422
2177131,RACINE FOOD & GENERAL MERCHANDISE,5500 S RACINE AVE ,CHICAGO,IL,60636,41.79372769,-87.65500998
2177134,EUROPEAN IMPORTS INC.,2475 N ELSTON AVE ,CHICAGO,IL,60647,41.92655275,-87.67942669
2177143,KABOCHA,952 W LAKE ST ,CHICAGO,IL,60607,41.88569922,-87.65184383
2177144,KABOCHA,952 W LAKE ST ,CHICAGO,IL,60607,41.88569922,-87.65184383
2177147,KENNY'S RIBS & DUSTIES EXPRESS,8601 S STONY ISLAND AVE ,CHICAGO,IL,60617,41.738691,-87.58510331
2177172,CHINA DRAGON 18TH ST INC.,1343 W 18th ST ,CHICAGO,IL,60608,41.8577781,-87.66058843
2177173,LITTLE ANGELS EARLY CHILDHOOD,3613 W DEVON AVE ,CHICAGO,IL,60659,41.99716413,-87.71963744
2177189,MARIOS GOOD,2623-2625 E 83RD ST ,CHICAGO,IL,60617,41.74442926,-87.56027424
2177215,QUICK SHOP FOOD MART,1806-1808 E 79TH ST ,CHICAGO,IL,60649,41.75165834,-87.58058413
2177217,"PEAPOD, LLC.",2300 S THROOP ST ,CHICAGO,IL,60608,41.85045102,-87.65879786
2177232,HAPPY FOOD MART,157 W 103RD ST ,CHICAGO,IL,60628,41.70699271,-87.62815394
2177243,GARDEN GRILL INN,3129 W ARMITAGE AVE ,CHICAGO,IL,60647,41.91729424,-87.70654529
2177244,HILL RESTAURANT INC.,7254 W TOUHY AVE ,CHICAGO,IL,60631,42.01177152,-87.80880368
2177274,PATTI'S POPCORN,4246 W 47TH ST ,CHICAGO,IL,60632,41.80789596,-87.73027571
2177289,CHECKERS DRIVE-IN RESTAURANTS,5451 S WENTWORTH AVE ,CHICAGO,IL,60609,41.79491574,-87.63037667
2177317,RAMONA'S LOVELY TOUCH ACADEMY,9100 S COMMERCIAL AVE ,CHICAGO,IL,60617,41.72998249,-87.55140127
2177320,Taqueria Y Restaurantes El Novillo,7137 N CLARK ST ,CHICAGO,IL,60626,42.01258706,-87.67448205
2177328,FMP PHARMACY SCMS,5215 N CALIFORNIA AVE ,CHICAGO,IL,60625,41.97634621,-87.69879442
2177331,CHICAGO'S BEST CHICKEN WAFFLES,4355 S COTTAGE GROVE AVE ,CHICAGO,IL,60653,41.81519729,-87.60653089
2177332,JUST LIKE HOME CHILD CARE CENTER INC.,1249-1251 W 63RD ST ,CHICAGO,IL,60636,41.77947337,-87.65645608
2177336,LINCOLN AVENUE MAID-RITE DINER,2429 N LINCOLN AVE ,CHICAGO,IL,60614,41.92615953,-87.64954922
2177355,KEYARRE'S,1255-1257 W 79TH ST ,CHICAGO,IL,60620,41.75035447,-87.65593891
2177367,HARRY'S CAFE @ WMS GAMING,2718 W ROSCOE ST ,CHICAGO,IL,60618,41.94290894,-87.69641884
2177405,Smokin M's.,6814 W NORTH AVE ,CHICAGO,IL,60707,41.90912708,-87.79549071
2177413,VITE MART,908 W 31ST ST ,CHICAGO,IL,60608,41.83811711,-87.64924777
2177419,VIDA NATURAL,2256 W CERMAK RD ,CHICAGO,IL,60608,41.85217406,-87.68305154
2177423,ROSDED  RESTAURANT,2308 W LELAND AVE ,CHICAGO,IL,60625,41.96682443,-87.68789284
2177439,PAIRED,3325 N HALSTED ST ,CHICAGO,IL,60657,41.94260283,-87.649207
2177457,"CLARK ST. MARKET, INC.",7007 N CLARK ST ,CHICAGO,IL,60626,42.00925289,-87.67387392
2177484,CONFECTIONS ELSE LLC,3606 W DICKENS STE G,CHICAGO,IL,60647,41.91921926,-87.71718058
2177494,SAM FOOD & LIQUOR,124 W 95TH ST ,CHICAGO,IL,60628,41.72178629,-87.62739191
2177495,SAM FOOD & LIQUOR,124 W 95TH ST ,CHICAGO,IL,60628,41.72178629,-87.62739191
2177499,MINGHIN CUISINE,2162-2170 S ARCHER AVE ,CHICAGO,IL,60616,41.85327022,-87.63424789
2177500,MINGHIN CUISINE,2162-2170 S ARCHER AVE ,CHICAGO,IL,60616,41.85327022,-87.63424789
2177526,KNOWLEDGE HARBOR ACADEMY,615 W WELLINGTON AVE ,CHICAGO,IL,60657,41.93638174,-87.64487028
2177560,"GIFTED CHILDREN ACADEMY, INC.",1520-1524 W HOWARD ST ,CHICAGO,IL,60626,42.01947292,-87.66917452
2177568,"FOSTER HEALTH & REHABILITATION CENTER, LLC",2840 W FOSTER AVE ,CHICAGO,IL,60625,41.97591599,-87.70055645
2177569,ABIGAILS ICE CREAM,5963 S ARCHER AVE ,SUMMIT,IL,60501,41.79517872,-87.76513685
2177598,LA MICHOACANA IN PILSEN,1348 W 18TH ST ,CHICAGO,IL,60608,41.85799258,-87.66092208
2177608,FRANKLIN SUPER FOODS & LIQUORS INC,501 N KEDZIE AVE ,CHICAGO,IL,60612,41.89038911,-87.70625305
2177609,FRANKLIN SUPER FOODS & LIQUORS INC,501 N KEDZIE AVE ,CHICAGO,IL,60612,41.89038911,-87.70625305
2177616,TORRENCE BP,10300-10302 S TORRENCE AVE ,CHICAGO,IL,60617,41.70807743,-87.55980687
2177629,LITTLE BUNNY #1 FROZEN YOGURT,3946 N LINCOLN AVE ,CHICAGO,IL,60613,41.95375814,-87.67864419
2177644,SUBWAY,1501 W MADISON ST ,CHICAGO,IL,60607,41.88137665,-87.66449649
2177676,CANTON STAR CHINESE RESTAURANT,2230 S WESTERN AVE ,CHICAGO,IL,60608,41.85116232,-87.68576315
2177682,Red Square,1914-1916 W DIVISION ST ,CHICAGO,IL,60622,41.90333103,-87.67543392
2177684,Red Square,1914-1916 W DIVISION ST ,CHICAGO,IL,60622,41.90333103,-87.67543392
2177724,MR HOT FISH & CHICKEN,4248 S COTTAGE GROVE AVE ,CHICAGO,IL,60653,41.81713617,-87.6068599
2177734,Catering by Roxana,551 W North AVE STE 308,CHICAGO,IL,60610,41.91093416,-87.64303287
2177751,ELENI'S CAFE,1301 N ELSTON AVE ,CHICAGO,IL,60642,41.90542878,-87.65946302
2177795,JARVIS GYROS,1517 W JARVIS AVE ,CHICAGO,IL,60626,42.01592922,-87.66884761
2177798,CHAN'S GARDEN CHINESE RESTAURANT,2825 W CERMAK RD ,CHICAGO,IL,60623,41.85177848,-87.69658766
2177805,"NUNEZ FONSECA, LLC",4101 W BELMONT AVE ,CHICAGO,IL,60641,41.9389506,-87.72976114
2177809,CITGO,8506-8514 S ASHLAND AVE ,CHICAGO,IL,60620,41.73916977,-87.66329685
2177814,RED LINE TAP,7006-7008 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00936036,-87.66637744
2177816,RED LINE TAP,7006-7008 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00936036,-87.66637744
2177820,BANGE'S,3801 S KEDZIE AVE ,CHICAGO,IL,60632,41.82436097,-87.70430022
2177832,LE PIANO,6970-6972 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00881369,-87.66635392
2177834,NO EXIT THEATER,6970-6972 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00881369,-87.66635392
2177836,BULERIAS INC.,3656 N ASHLAND AVE ,CHICAGO,IL,60613,41.94866423,-87.66905079
2177837,BULERIAS INC.,3656 N ASHLAND AVE ,CHICAGO,IL,60613,41.94866423,-87.66905079
2177840,WADE'S CHICKEN  INC.,2401 1/2 E 75TH ST ,CHICAGO,IL,60649,41.75887879,-87.56631047
2177841,JOE'S GRILL,5102 S RACINE AVE ,CHICAGO,IL,60609,41.80130139,-87.65520167
2177842,HEARTLAND CAFE,7000 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00917698,-87.6663694
2177844,HEARTLAND CAFE,7000 N GLENWOOD AVE ,CHICAGO,IL,60626,42.00917698,-87.6663694
2177870,HARDBOILED COFFEE COMPANY,9135 S WESTERN AVE ,CHICAGO,IL,60643,41.72723625,-87.68211285
2177940,PICCADILLY TEA,2050 N BURLING APT 3,CHICAGO,IL,60614,41.91960122,-87.64749683
2177960,CITGO FUEL & MINI MART,6700 S COTTAGE GROVE AVE ,CHICAGO,IL,60637,41.77304782,-87.60591305
2177985,GEORGE HOT DOGS,2612 S KEDZIE AVE ,CHICAGO,IL,60623,41.84408464,-87.70517689
2177986,FALCON 300,304-310 S CICERO AVE ,CHICAGO,IL,60644,41.8766224,-87.74528679
2177999,ITACATE,3141 W 63RD ST ,CHICAGO,IL,60629,41.77887422,-87.70231356
2178005,RAFFAELLO HOTEL,201 E DELAWARE PL ,CHICAGO,IL,60611,41.89913525,-87.62178526
2178008,TAQUERIA UPTOWN,7027 N CLARK ST ,CHICAGO,IL,60626,42.00985571,-87.67401205
2178017,LE CAFE,4655 N LINCOLN AVE ,CHICAGO,IL,60625,41.96641309,-87.68693719
2178035,EL KAPORAL RESTAURANT,5078 S ARCHER AVE ,CHICAGO,IL,60632,41.80111415,-87.72792013
2178042,LOCAL GOODS CHICAGO,5354 W DEVON AVE ,CHICAGO,IL,60646,41.99744149,-87.76287519
2178043,"ADDISON FOOD & LIQUOR, INC",3550 N AUSTIN AVE ,CHICAGO,IL,60634,41.94548695,-87.77663733
2178044,"ADDISON FOOD & LIQUOR, INC",3550 N AUSTIN AVE ,CHICAGO,IL,60634,41.94548695,-87.77663733
2178582,WASHINGTON FOOD MART & CELLULAR,3208 W WASHINGTON BLVD ,CHICAGO,IL,60624,41.88289915,-87.70658714
2178586,CENTURY CENTRE LOUNGE,2828 N CLARK ST ,CHICAGO,IL,60657,41.93347404,-87.64559929
2178587,CENTURY CENTRE LOUNGE,2828 N CLARK ST ,CHICAGO,IL,60657,41.93347404,-87.64559929
2179116,SUNNY SIDE UP,42 E SUPERIOR ST ,CHICAGO,IL,60611,41.89581257,-87.62658902
2179124,FRUTERIA EL MERCADO OF CHICAGO INC.,2759 S SPAULDING AVE ,CHICAGO,IL,60623,41.84093316,-87.70722418
2179135,"Remedy Chicago, Inc.",970 Criss CIR ,ELK GROVE VILLAGE,IL,60007,,
2179137,"Remedy Chicago, Inc.",970 Criss CIR ,ELK GROVE VILLAGE,IL,60007,,
2179138,"Remedy Chicago, Inc.",970 Criss CIR ,ELK GROVE VILLAGE,IL,60007,,
2179152,SWEET PEA CATERING SERVICES,1334 W 18TH PL ,CHICAGO,IL,60608,41.85709312,-87.66026363
2179175,MIMI'S,3626 W CHICAGO AVE ,CHICAGO,IL,60651,41.89555964,-87.71747391
2179179,TAQUERIA LOS AZARES,7148 N HARLEM AVE ,CHICAGO,IL,60631,42.01135739,-87.80678841
2179197,REINA DEL PALENQUE,3720 W BELMONT AVE ,CHICAGO,IL,60618,41.93928333,-87.72071597
2179208,THE LAZY PARROT,2257 W NORTH AVE ,CHICAGO,IL,60647,41.91024957,-87.68463449
2179212,CUPCAKE GANGSTER,6213 S WOODLAWN ,CHICAGO,IL,60637,41.78191464,-87.59609021
2179215,DIVINE INSPIRATIONS GOURMET SERVICE,20925 CORINTH ,OOLYMPIA FIELDS,IL,60461,,
2179224,CELESTIAL KITCHENS INC,4915 N WASHTENAW APT 2,CHICAGO,IL,60625,41.97121554,-87.69618664
2179238,PUTTEN'S PANTRY,5449 W DIVISION ST ,CHICAGO,IL,60651,41.90206377,-87.76286203
2179241,MILESTONES LEARNING ACADEMY INC.,6445 S COTTAGE GROVE AVE ,CHICAGO,IL,60637,41.77726466,-87.60571373
2179250,PICAZOS MEXICAN GRILL,12253 S HALSTED ST ,CHICAGO,IL,60628,41.67080248,-87.64152738
2179255,THE AVENUE EATERY,5254 W CHICAGO AVE ,CHICAGO,IL,60651,41.89502331,-87.75783481
2179270,DUNKIN DONUTS,7850 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60619,41.75143029,-87.61511273
2179289,DUNKIN DONUTS,7921 S WESTERN AVE ,CHICAGO,IL,60620,41.74943395,-87.68268499
2179299,DOS RICCO'S,6445 S CICERO AVE ,CHICAGO,IL,60638,41.77526935,-87.74203845
2179338,"Remedy Chicago, Inc.",970 Criss CIR ,ELK GROVE VILLAGE,IL,60007,,
2179374,SOM MASHA ALLAH  GRILL,6319 N RIDGE AVE ,CHICAGO,IL,60660,41.99614919,-87.67583275
2179388,BUB'S PLACE,5800 W IRVING PARK RD ,CHICAGO,IL,60634,41.95322816,-87.77195585
2179403,STOP N GO LLC,324 N Leavitt STE 1S,CHICAGO,IL,60612,41.88743405,-87.68184949
2179404,STOP N GO LLC,324 N Leavitt STE 1S,CHICAGO,IL,60612,41.88743405,-87.68184949
2179409,LUCERO LATIN CATERING,11441 S BELL ,CHICAGO,IL,60643,41.68510055,-87.67695664
2179420,CHICKEN AND TACO PLACE,5200 N ELSTON AVE ,CHICAGO,IL,60630,41.9752581,-87.75199056
2179440,87TH DISCOUNT & FOOD MART,808 W 87TH ST ,CHICAGO,IL,60620,41.73617771,-87.64406635
2179466,RAMA FOOD MART,2624 W 59TH ST ,CHICAGO,IL,60629,41.78657794,-87.68987968
2179543,JACKALOPE COFFEE & TEA HOUSE,753-755 W 32ND ST ,CHICAGO,IL,60616,41.83611698,-87.64577013
2179556,"SAM'S FOOD I, LLC",2801 S CHRISTIANA AVE ,CHICAGO,IL,60623,41.84072734,-87.70844206
2179564,SOUTH LOOP MARKET,1331 S PRAIRIE AVE ,CHICAGO,IL,60605,41.86512195,-87.62080972
2179565,SOUTH LOOP MARKET,1331 S PRAIRIE AVE ,CHICAGO,IL,60605,41.86512195,-87.62080972
2179596,A LOT TO SAVE FOOD,1207 W 63RD ST ,CHICAGO,IL,60636,41.77949571,-87.65481856
2179611,BROKEN ENGLISH TACO PUB - LINCOLN PARK,2574-2580 N LINCOLN AVE ,CHICAGO,IL,60614,41.9286926,-87.65351768
2179612,KINGS COUNTY TAP,2574-2580 N LINCOLN AVE ,CHICAGO,IL,60614,41.9286926,-87.65351768
2179622,RESTAURANT EL ASADOR II,4117 W 47TH ST ,CHICAGO,IL,60632,41.80772111,-87.72682517
2179653,"GSJ Venture Capital, LLC",2754 N HAMPDEN CT APT 601,CHICAGO,IL,60614,41.93225932,-87.64256295
2179658,ALONTI CAFE,300 S RIVERSIDE PLZ ,CHICAGO,IL,60606,41.87797514,-87.63842217
2179694,AMIR FOOD MART,1877 E 71ST ST ,CHICAGO,IL,60649,41.7659432,-87.57828655
2179696,THE CONNECTION DOLLAR & CELLULAR,7340 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.76120149,-87.58634733
2179700,CHIPOTLE,3312 N WESTERN AVE ,CHICAGO,IL,60618,41.94169393,-87.68837933
2179701,CHIPOTLE,3312 N WESTERN AVE ,CHICAGO,IL,60618,41.94169393,-87.68837933
2179704,MS. D'S CANDY SHOP,519 W 103RD ST ,CHICAGO,IL,60628,41.70689238,-87.63626563
2179705,SU TAQUERIA EL GALLO BRAVO 7,3821 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96817439,-87.7240634
2179747,THE TWISTED VINE,3530 N HALSTED ST ,CHICAGO,IL,60657,41.9463223,-87.64960235
2179748,URBANPONICS LLC.,500 W CERMAK RD ,CHICAGO,IL,60616,41.85287169,-87.64056365
2179749,JALAPENO GRILL,2910 W ARMITAGE AVE ,CHICAGO,IL,60647,41.91757216,-87.69985903
2179770,SEAMOS FELICES,3644 W LAWRENCE AVE ,CHICAGO,IL,60625,41.96843908,-87.720088
2179775,CHINA EXPRESS RESTAURANT,4640 N CUMBERLAND AVE ,CHICAGO,IL,60656,41.96421158,-87.83683737
2179785,A CHILD'S WORLD EARLY LEARNING,2145 E 83RD ST ,CHICAGO,IL,60617,41.7442799,-87.57163518
2179843,JOJI GYROS,2518 E 79TH ST ,CHICAGO,IL,60649,41.75188332,-87.56299536
2179851,"URBAN CHILD ACADEMY, LLC",802-804 N DEARBORN ST ,CHICAGO,IL,60610,41.89678095,-87.62992352
2179853,HP CONVENIENT MART,111 E 51ST ST ,CHICAGO,IL,60615,41.80189906,-87.62210882
2179855,MEHRAB SUPER MARKET,2433-35 W DEVON AVE ,CHICAGO,IL,60659,41.99759945,-87.6911627
2179858,SMART CHILD PRESCHOOL,5100 W FOSTER AVE ,CHICAGO,IL,60630,41.9753547,-87.75534849
2179864,INDIANA GROCERS,221 E 31ST ST ,CHICAGO,IL,60616,41.8382669,-87.6209656
2179872,FLIRTY GIRL FITNESS,2215-2217 N HALSTED ST ,CHICAGO,IL,60614,41.92230468,-87.64850217
2179892,CORNERSTONE COMMUNITY OUTREACH,4628 N CLIFTON AVE ,CHICAGO,IL,60640,41.96620602,-87.65901114
2179895,XL WIRELESS,8100 S HALSTED ST ,CHICAGO,IL,60619,41.74690461,-87.64407715
2179919,7 ELEVEN #34724A,128 N LA SALLE ST ,CHICAGO,IL,60602,41.88397047,-87.63257344
2179920,7 ELEVEN #34724A,128 N LA SALLE ST ,CHICAGO,IL,60602,41.88397047,-87.63257344
2179926,CAFETERIA YESENIA,4244 S ASHLAND AVE ,CHICAGO,IL,60609,41.81631698,-87.66530429
2179946,"CN DISCOUNTS, INC",55 E RANDOLPH ST ,CHICAGO,IL,60601,41.88438762,-87.62586885
2179973,LUNA SPA AND CAFE,1217 W WILSON AVE ,CHICAGO,IL,60640,41.96524493,-87.6603639
2180019,WILD BLOSSOM II & SOUTH WORKS BREWING CO.,9016-9030 S HERMITAGE AVE ,CHICAGO,IL,60620,41.72982524,-87.66701518
2180030,CHOICE CHINA WOK,10341 S HALSTED ST ,CHICAGO,IL,60628,41.70569755,-87.64265031
2180040,THORNDALE MART INC,1104 W THORNDALE AVE ,CHICAGO,IL,60660,41.99016276,-87.65848315
